msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;underlyingID;IACR_constituentInstrumentID_1
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;17757875473432946690
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;991936514431156982
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;3533382585160539716
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;16017002117731378280
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;2662211506943659520
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;16673685646223503626
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;5992537340371952638
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;11349984839390664469
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;1903614272223788823
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;11416555242309245447
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;13872137936670128194
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;6153256205996170741
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;11517306650420775314
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;6550249253434256835
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;9631362764337090818
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;14238991138791080860
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;8537058916505743240
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;8783420159615745290
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;11196536605489726051
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;17899120038807558203
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;11722512454290555379
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;2552796579528929506
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;9238387819966074624
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;12748676574448443936
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;9554095969568393086
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;3304417736613308729
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;16762636366674939178
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;13069623178061337326
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;9658106990023701462
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;4348973939488721852
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;8809699615755746087
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;14187693982293970241
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;8809658343841464292
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;11660519158069576134
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;8881194211620415475
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;6085336182334638113
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;6730769651898820980
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;465605073297316874
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;9974084678066736966
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;9420634786905231865
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;18139098167136478511
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;11158358645123455095
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;2580017927584989115
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;2572379674959353945
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;15283573453904173380
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;13790424064533374210
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;86873570084122357
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;9912510631322374477
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;3258885079460705231
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;1620365220541600555
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;13076575526554380204
2069;25;12252;0;331;MTXCREFD;0;;4248;1707914831002731264;173998002274798499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914831002731264;173998002274798499;1;11965779655769256839;7293947360859054475
